Store,Date,Sales,Customers,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,median_sales,p95_sales,p99_sales,maximum_sales,median_customers,sales_vs_store_median,sales_vs_store_p99,sales_per_customer,above_store_p99
1100,2014-05-06,13087,1299,1,0,0,a,a,4900.0,9253.799999999996,10664.91999999999,17444,654.0,2.670816326530612,1.2271071888021676,10.074672825250193,1
693,2015-03-31,14521,890,1,0,1,d,a,5437.0,12449.0,14653.4,19730,442.0,2.670774324075777,0.9909645543013909,16.31573033707865,0
272,2013-12-16,15354,1159,1,0,0,a,a,5749.0,10227.0,12132.200000000023,15354,635.0,2.6707253435380065,1.2655577718797886,13.247627264883521,1
897,2013-12-23,8725,866,0,0,1,c,c,3267.5,5394.549999999998,12767.780000000075,20167,330.0,2.6702371843917367,0.6833607721937525,10.075057736720554,0
156,2014-12-15,17893,1282,1,0,0,a,a,6703.0,11815.8,13947.449999999997,20640,726.0,2.6694017604057882,1.2828868359449221,13.957098283931357,1
1078,2014-12-15,16312,897,1,0,0,d,c,6115.0,10781.199999999995,13011.36,16312,498.0,2.6675388389206867,1.2536737128171074,18.1850613154961,1
686,2014-12-15,16109,1432,1,0,0,a,a,6049.5,10945.35,12132.330000000002,17535,782.5,2.6628646995619474,1.327774631913243,11.249301675977653,1
735,2013-12-02,13472,970,1,0,0,d,c,5065.0,9812.199999999997,11655.400000000001,16449,522.5,2.659822309970385,1.1558590867752285,13.888659793814433,1
732,2013-07-29,14382,1472,1,0,1,a,c,5411.0,9953.599999999999,12232.099999999999,14382,623.0,2.6579190537793385,1.1757588639726622,9.77038043478261,1
552,2014-03-31,17589,1247,1,0,0,a,a,6621.0,13772.0,16058.00000000001,21050,668.0,2.6565473493429996,1.0953418856644657,14.10505212510024,1
543,2014-01-06,6085,407,1,0,1,c,a,2293.0,5045.0,6278.4000000000015,8754,230.0,2.65372873964239,0.9691959734964319,14.95085995085995,0
543,2013-03-25,6085,428,1,0,1,c,a,2293.0,5045.0,6278.4000000000015,8754,230.0,2.65372873964239,0.9691959734964319,14.217289719626168,0
986,2013-03-04,15211,1748,1,0,0,a,a,5733.0,10607.0,12884.8,15316,772.0,2.653235653235653,1.1805383087048307,8.701945080091534,1
575,2015-06-29,12237,867,1,0,0,a,a,4613.0,10301.399999999998,12223.139999999998,17313,470.0,2.652720572295686,1.001133914853303,14.114186851211073,1
138,2014-12-15,18929,1331,1,0,0,a,c,7139.0,11945.099999999999,14423.800000000025,18929,745.5,2.6514918055750103,1.3123448744436257,14.221637866265965,1
589,2014-12-15,11513,869,1,0,0,a,c,4342.5,8430.5,9650.800000000003,19781,496.0,2.651237766263673,1.192958096738094,13.248561565017262,1
892,2013-12-16,20170,1518,1,0,0,a,a,7609.0,12364.099999999997,13913.610000000011,20170,807.0,2.65080825338415,1.4496597216682072,13.287220026350461,1
227,2014-08-20,15321,899,1,0,0,a,a,5780.0,8918.499999999998,10764.760000000004,21751,560.0,2.6506920415224915,1.4232551399195146,17.04226918798665,1
1110,2013-12-16,11191,964,1,0,0,c,c,4222.0,7445.9,8298.579999999998,11191,528.0,2.6506395073424915,1.3485439677631599,11.608921161825727,1
824,2013-12-16,17167,1719,1,0,0,a,a,6479.5,10344.149999999998,12917.519999999993,17167,871.5,2.6494328266069913,1.3289702667385077,9.986620127981384,1
307,2013-12-23,6893,669,0,0,1,a,a,2602.5,4460.599999999999,5344.079999999993,6951,313.0,2.648607108549472,1.2898384754719259,10.303437967115098,1
400,2013-12-16,21433,2137,1,0,0,a,a,8094.5,13971.699999999999,16670.93999999998,21433,1165.0,2.647847303724751,1.2856503592478903,10.02948058025269,1
1112,2013-07-15,24914,1562,1,0,0,c,c,9410.0,16522.89999999999,20553.980000000003,25165,799.0,2.6476089266737515,1.2121253402017516,15.950064020486556,1
876,2015-07-07,23927,1687,0,0,0,a,a,9042.0,15646.0,19860.650000000012,27330,1059.0,2.646206591462066,1.204744054197621,14.183165382335506,1
964,2013-09-09,25034,2413,1,0,0,a,a,9463.0,14124.199999999999,16607.209999999995,25034,1383.0,2.645461270210293,1.5074175614085694,10.37463738085371,1
164,2014-06-30,15243,1215,1,0,0,a,a,5764.0,9883.9,11725.46,15243,624.0,2.6445176960444137,1.2999916421189446,12.54567901234568,1
460,2013-12-23,9461,791,0,0,1,a,a,3578.5,6453.249999999999,7762.300000000005,10651,352.0,2.6438451865306694,1.2188397768702568,11.960809102402022,1
582,2013-12-16,17371,1643,1,0,0,a,a,6570.5,10782.15,12993.079999999993,17371,844.0,2.6437866220226773,1.3369424339725462,10.57273280584297,1
965,2013-12-23,20683,2094,0,0,1,a,c,7824.0,13182.0,16172.00000000001,23168,866.0,2.6435327198364007,1.2789389067524108,9.877268385864374,1
136,2013-12-16,13341,848,1,0,0,a,c,5049.5,9130.75,11292.43,13341,404.0,2.642043766709575,1.1814109097864676,15.732311320754716,1
994,2015-06-29,11144,760,1,0,1,a,a,4218.0,7694.5,9447.28000000001,12154,436.0,2.6420104314841155,1.1795987839886177,14.663157894736843,1
636,2015-03-30,13880,1172,1,0,1,c,a,5256.0,10529.599999999999,13169.239999999998,16470,682.0,2.6407914764079146,1.053971223851946,11.843003412969283,1
575,2015-06-30,12174,853,1,0,0,a,a,4613.0,10301.399999999998,12223.139999999998,17313,470.0,2.639063516150011,0.9959797564291992,14.271981242672918,0
459,2013-12-16,22746,2241,1,0,0,a,a,8620.5,14228.949999999997,17362.12,22746,1117.0,2.6385940490690794,1.3100934678483964,10.149933065595716,1
747,2014-12-22,20082,1481,0,0,1,c,c,7616.5,11725.8,15404.400000000005,20082,680.0,2.63664412788026,1.303653501596946,13.559756920999325,1
271,2014-12-16,19425,1361,1,0,0,a,a,7372.0,13789.799999999997,17131.540000000008,22449,824.5,2.6349701573521433,1.1338735455189661,14.272593681116826,1
749,2013-12-16,13118,1182,1,0,0,a,a,4979.0,8847.099999999997,10052.100000000004,13118,654.0,2.6346655955011045,1.3050009450761528,11.09813874788494,1
610,2013-12-16,10315,958,1,0,0,a,a,3916.0,6971.199999999998,7850.06,10315,506.0,2.6340653728294177,1.3140026955207984,10.767223382045929,1
869,2014-12-15,14545,1534,1,0,0,c,a,5526.0,9941.8,11829.290000000005,15835,851.5,2.632102786825914,1.2295750632540072,9.48174706649283,1
1039,2013-07-11,20738,2039,0,0,0,a,c,7880.0,12649.599999999999,14570.239999999972,20738,1010.0,2.631725888324873,1.42331217605201,10.17067189798921,1
1037,2013-12-16,17260,1734,1,0,0,a,c,6558.5,10136.849999999997,12995.400000000001,17260,847.0,2.631699321491195,1.3281622728042228,9.953863898500577,1
1030,2013-12-23,9267,791,0,0,1,a,a,3525.5,5967.5999999999985,7274.580000000004,10078,341.5,2.628563324351156,1.273887977037849,11.715549936788875,1
235,2013-12-16,14597,924,1,0,0,a,a,5555.0,9775.0,11283.600000000002,14597,492.0,2.627722772277228,1.2936474174908714,15.797619047619047,1
393,2013-09-10,14959,721,1,0,0,d,c,5693.0,8916.199999999992,10534.340000000006,14959,578.0,2.6276128578956612,1.4200225168354157,20.74757281553398,1
234,2013-12-16,26914,1905,1,0,0,d,a,10247.0,18362.099999999995,21235.5,26914,990.0,2.626524836537523,1.267405994678722,14.128083989501313,1
644,2013-09-11,23942,1796,1,0,1,c,a,9115.5,13142.599999999999,19906.080000000027,28242,1011.0,2.6265152761779387,1.2027481051015552,13.330734966592427,1
288,2013-12-16,13986,812,1,0,0,d,a,5325.5,8707.449999999995,10541.369999999988,13986,411.5,2.626232278659281,1.3267725162858353,17.224137931034484,1
400,2014-12-15,21257,2018,1,0,0,a,a,8094.5,13971.699999999999,16670.93999999998,21433,1165.0,2.626104144789672,1.2750930661378437,10.533696729435084,1
977,2015-03-30,10709,831,1,0,1,a,a,4079.0,8583.799999999997,10275.459999999992,12724,482.0,2.6253983819563618,1.0421917850879676,12.886883273164862,1
308,2013-08-09,23166,1671,0,0,1,a,a,8824.5,14485.15,17241.22,23166,903.0,2.625191228964814,1.3436404152374366,13.863554757630162,1
274,2015-05-25,9466,1788,0,a,0,b,b,3608.0,7130.299999999999,8037.649999999989,9466,926.0,2.6236141906873613,1.1777074144806023,5.294183445190156,1
198,2014-02-03,6624,560,1,0,0,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.6223277909738716,0.9537700843907985,11.82857142857143,0
1047,2013-11-05,12160,565,1,0,0,a,a,4638.0,7581.75,8766.0,12160,517.5,2.621819749892195,1.3871777321469314,21.52212389380531,1
468,2013-12-20,16314,1719,1,0,0,c,c,6223.5,11146.449999999997,15091.499999999998,20041,690.0,2.621354543263437,1.081005864228208,9.490401396160559,1
489,2013-12-02,17632,1154,1,0,0,a,a,6730.0,12759.699999999999,15207.450000000023,20851,654.0,2.6199108469539376,1.1594317258975024,15.279029462738302,1
437,2014-12-22,18388,1719,0,0,1,c,c,7019.0,11697.3,15956.710000000003,19394,675.0,2.619746402621456,1.152367875332697,10.696916812100058,1
737,2013-12-16,14864,1704,1,0,0,a,a,5675.0,10264.8,11584.240000000005,14864,866.0,2.61920704845815,1.283122587239214,8.72300469483568,1
693,2013-12-02,14237,883,1,0,0,d,a,5437.0,12449.0,14653.4,19730,442.0,2.618539635828582,0.9715833867907789,16.12344280860702,0
636,2015-06-15,13760,1166,1,0,0,c,a,5256.0,10529.599999999999,13169.239999999998,16470,682.0,2.617960426179604,1.044859080706252,11.801029159519725,1
764,2013-04-12,9421,869,1,0,0,a,c,3602.0,5549.899999999996,6673.380000000005,17874,421.0,2.615491393670183,1.4117283895117607,10.841196777905639,1
780,2013-12-16,16867,1439,1,0,0,a,a,6450.0,10733.799999999997,12521.750000000011,16867,814.5,2.6150387596899223,1.3470161918262211,11.72133425990271,1
437,2014-12-15,18348,1377,1,0,0,c,c,7019.0,11697.3,15956.710000000003,19394,675.0,2.6140475851260865,1.1498610929195303,13.324618736383442,1
364,2013-05-13,11944,1066,1,0,0,a,c,4570.0,6872.999999999998,7575.879999999992,12645,587.0,2.613566739606127,1.5765825224264394,11.204502814258912,1
1035,2013-12-16,12357,1074,1,0,0,a,a,4728.5,8238.699999999999,9598.300000000008,12357,600.0,2.6133023157449506,1.2874154798245512,11.505586592178771,1
963,2014-12-15,26697,1922,1,0,0,a,c,10216.0,18930.699999999997,21649.980000000025,28768,1029.0,2.6132537196554426,1.233118922049811,13.890218522372528,1
28,2014-08-14,13195,936,0,0,1,a,a,5049.5,9142.649999999998,11473.860000000055,18474,592.0,2.6131300128725616,1.1500053164323023,14.097222222222221,1
806,2013-12-16,16356,978,1,0,0,d,a,6260.5,10552.849999999995,12289.43,16356,504.0,2.6125708809200545,1.3308998057680461,16.7239263803681,1
695,2014-03-31,13001,987,1,0,0,a,a,4978.0,9300.0,10832.200000000004,15904,512.0,2.611691442346324,1.2002178689462892,13.172239108409322,1
309,2013-12-16,16743,1075,1,0,0,d,a,6414.0,10801.599999999999,12164.900000000005,16743,566.0,2.610383536014967,1.3763368379518115,15.574883720930233,1
897,2013-06-15,8529,329,0,0,0,c,c,3267.5,5394.549999999998,12767.780000000075,20167,330.0,2.6102524866105585,0.6680096304917496,25.924012158054712,0
635,2014-12-15,14917,1106,1,0,0,a,a,5718.5,10348.349999999999,12618.620000000008,17437,615.5,2.608551193494798,1.1821419457912188,13.487341772151899,1
540,2014-06-30,13859,737,1,0,0,d,c,5314.0,9176.199999999995,11011.639999999996,13859,378.5,2.608016560030109,1.2585772873068866,18.80461329715061,1
575,2014-06-16,12030,874,1,0,1,a,a,4613.0,10301.399999999998,12223.139999999998,17313,470.0,2.607847387817039,0.9841988228883906,13.764302059496568,0
905,2013-12-16,21299,2567,1,0,0,a,a,8170.0,13687.39999999999,16681.540000000005,21299,1242.0,2.6069767441860465,1.276800583159588,8.297234125438255,1
357,2014-09-24,19234,2006,0,0,0,a,a,7378.0,11735.099999999999,13469.120000000004,29169,989.0,2.606939550013554,1.4280071749305072,9.588235294117647,1
57,2014-06-18,25435,1644,1,0,0,d,c,9759.0,17804.399999999994,21943.759999999966,38037,946.0,2.6063121221436623,1.1590994433041575,15.471411192214111,1
1027,2013-12-16,31702,2960,1,0,0,a,c,12170.0,20263.8,24547.519999999968,31702,1612.0,2.6049301561216107,1.2914542894760872,10.710135135135134,1
179,2013-12-16,17557,1774,1,0,0,a,c,6741.0,11289.599999999982,13526.960000000003,17557,928.0,2.6045097166592495,1.297926511204291,9.89684329199549,1
39,2015-04-27,11435,1215,1,0,0,a,a,4391.0,8337.499999999998,10387.940000000004,13343,602.0,2.604190389432931,1.10079573043356,9.411522633744855,1
944,2013-12-16,19655,2222,1,0,0,c,a,7550.5,11815.249999999987,16605.199999999997,20597,1177.5,2.6031388649758296,1.1836653578397132,8.845634563456345,1
272,2014-06-30,14964,1161,1,0,0,a,a,5749.0,10227.0,12132.200000000023,15354,635.0,2.6028874586884676,1.2334119121016776,12.88888888888889,1
26,2013-12-16,16562,1030,1,0,0,d,a,6363.5,10631.85,12084.359999999979,16562,542.5,2.602655771195097,1.3705318279164167,16.079611650485436,1
126,2013-10-10,15405,554,1,0,0,d,a,5919.0,10761.399999999976,20384.32000000001,33071,529.0,2.602635580334516,0.7557279320575812,27.806859205776174,0
198,2014-01-06,6572,589,1,0,0,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.601741884402217,0.9462827588490833,11.157894736842104,0
286,2013-12-23,11822,1037,0,0,1,a,a,4544.0,8801.29999999999,10101.380000000003,12711,434.0,2.6016725352112675,1.1703351423270876,11.400192864030858,1
27,2013-12-16,22589,1978,1,0,0,a,a,8684.0,14878.199999999997,18395.14000000001,25737,1035.0,2.6012206356517735,1.2279873923221019,11.420121334681497,1
122,2015-04-04,16064,1718,0,0,0,a,c,6176.0,10549.8,12603.559999999996,16064,780.0,2.6010362694300517,1.2745605209956556,9.350407450523864,1
23,2013-12-16,13460,908,1,0,0,d,a,5181.0,8692.2,10311.52,13460,466.0,2.597954062922216,1.3053361677036945,14.823788546255507,1
695,2013-12-16,12931,996,1,0,0,a,a,4978.0,9300.0,10832.200000000004,15904,512.0,2.5976295701084773,1.1937556544376946,12.98293172690763,1
524,2013-12-23,19949,1966,0,0,1,a,c,7681.0,11998.0,15082.800000000008,19949,852.0,2.59718786616326,1.322632402471689,10.146998982706002,1
11,2013-12-18,19659,2247,1,0,0,a,c,7571.5,11934.699999999993,16629.889999999996,22822,1118.0,2.5964472033282706,1.1821485289439682,8.748998664886516,1
382,2013-12-23,19677,1605,0,0,1,c,c,7578.5,12586.0,14923.430000000004,20493,628.0,2.596424094477799,1.318530659506561,12.25981308411215,1
176,2013-12-16,13031,1188,1,0,0,a,a,5019.0,8939.3,10256.380000000001,13031,629.0,2.5963339310619644,1.2705262480524315,10.968855218855218,1
264,2014-06-30,17730,1752,1,0,0,a,a,6830.0,11174.249999999998,13048.329999999998,26919,930.0,2.595900439238653,1.358794573711732,10.11986301369863,1
1028,2014-12-15,11071,924,1,0,0,a,a,4269.0,8246.499999999998,9790.820000000002,13840,532.0,2.593347388147107,1.1307530932036334,11.981601731601732,1
861,2013-03-18,8871,999,1,0,0,c,c,3421.0,5066.200000000001,6307.130000000001,8871,509.5,2.5931014323297283,1.4065034334158324,8.87987987987988,1
318,2013-12-23,18994,1540,0,0,1,d,c,7325.0,11456.0,14724.01000000001,18994,657.5,2.593037542662116,1.2900018405312133,12.333766233766234,1
887,2013-12-16,16821,1048,1,0,0,d,a,6489.0,10838.5,12807.999999999985,17862,555.0,2.592233009708738,1.3133198001249233,16.05057251908397,1
1100,2014-06-30,12701,1156,1,0,0,a,a,4900.0,9253.799999999996,10664.91999999999,17444,654.0,2.5920408163265307,1.1909137621285497,10.987024221453288,1
951,2014-06-30,19608,1341,1,0,0,d,c,7572.0,11099.299999999994,13885.620000000003,19608,704.0,2.589540412044374,1.4121083538221553,14.62192393736018,1
818,2014-12-15,14595,1166,1,0,0,d,a,5637.0,9985.0,11355.600000000002,15202,614.0,2.589143161255987,1.2852689421959207,12.517152658662093,1
897,2014-12-22,8460,797,0,0,1,c,c,3267.5,5394.549999999998,12767.780000000075,20167,330.0,2.5891354246365723,0.6626054020354322,10.614805520702635,0
286,2014-12-15,11765,731,1,0,0,a,a,4544.0,8801.29999999999,10101.380000000003,12711,434.0,2.5891285211267605,1.1646923489661805,16.094391244870042,1
534,2014-06-30,18778,1156,1,0,0,d,a,7253.0,11647.6,13882.48,18778,559.0,2.588997656142286,1.352640162276481,16.2439446366782,1
928,2013-12-16,19645,1259,1,0,0,d,c,7592.0,12977.899999999998,15267.380000000005,19645,678.0,2.5875922023182296,1.2867302706816752,15.603653693407466,1
1019,2014-03-31,22442,1416,1,0,0,d,c,8673.0,14150.3,16792.78,23813,739.0,2.5875706214689265,1.3364076704393197,15.848870056497175,1
213,2014-06-30,19814,1188,1,0,0,d,c,7659.0,12451.999999999985,14378.540000000012,19814,635.0,2.5870218044131086,1.3780258635438636,16.67845117845118,1
688,2013-12-16,9263,684,1,0,0,a,a,3581.0,5952.349999999999,7614.4000000000015,9263,377.5,2.5867076235688353,1.2165108216011764,13.542397660818713,1
871,2013-12-23,15555,1198,0,0,1,d,c,6014.0,9273.0,11440.600000000031,15555,459.0,2.5864649151978716,1.3596314878590245,12.984140233722872,1
575,2013-12-02,11930,877,1,0,0,a,a,4613.0,10301.399999999998,12223.139999999998,17313,470.0,2.5861695209191415,0.9760176190406068,13.603192702394526,0
1100,2014-12-15,12665,1026,1,0,0,a,a,4900.0,9253.799999999996,10664.91999999999,17444,654.0,2.5846938775510204,1.1875382093817874,12.344054580896685,1
575,2014-04-14,11918,837,1,0,1,a,a,4613.0,10301.399999999998,12223.139999999998,17313,470.0,2.583568176891394,0.9750358745788728,14.238948626045401,0
39,2014-06-30,11340,1138,1,0,0,a,a,4391.0,8337.499999999998,10387.940000000004,13343,602.0,2.5825552265998635,1.0916505101107625,9.964850615114235,1
313,2013-12-16,17467,1228,1,0,0,d,c,6763.5,11374.75,13022.699999999986,17467,694.0,2.582538626450802,1.3412733150575549,14.223941368078176,1
424,2014-06-30,17005,1354,1,0,0,d,c,6587.0,9935.1,12023.54,17005,759.0,2.5816001214513435,1.4143089306477126,12.559084194977844,1
876,2013-12-16,23332,1970,1,0,0,a,a,9042.0,15646.0,19860.650000000012,27330,1059.0,2.5804025658040257,1.1747853166940652,11.843654822335026,1
977,2013-03-04,10521,852,1,0,0,a,a,4079.0,8583.799999999997,10275.459999999992,12724,482.0,2.579308654081883,1.0238957671967979,12.348591549295774,1
1023,2014-12-15,15058,1161,1,0,0,c,a,5839.5,9893.449999999999,12058.990000000005,15835,608.0,2.5786454319719154,1.2486949570403487,12.969853574504738,1
375,2014-12-15,22810,1432,1,0,0,a,c,8849.0,15888.5,19079.770000000008,26590,764.0,2.577692394620861,1.1955070737225864,15.92877094972067,1
570,2013-03-18,10808,1240,1,0,0,a,a,4193.0,7403.799999999993,9687.280000000002,10808,637.0,2.5776293823038396,1.1156898530856956,8.716129032258065,1
96,2014-12-15,12526,1030,1,0,0,a,a,4861.5,9217.299999999997,10438.600000000002,14954,550.0,2.5765710171757688,1.1999693445481192,12.161165048543689,1
198,2013-12-03,6507,618,1,0,0,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.5760095011876483,0.9369236019219392,10.529126213592233,0
641,2014-12-15,14028,950,1,0,0,a,c,5448.0,9364.8,11255.680000000004,15322,532.0,2.5748898678414096,1.2463040882470002,14.766315789473683,1
91,2013-12-16,13735,1168,1,0,0,c,a,5335.0,8720.35,10608.84,13735,600.0,2.5745079662605437,1.294675006881054,11.759417808219178,1
899,2014-03-31,13160,1131,1,0,0,d,a,5115.0,9209.949999999999,10912.550000000014,13909,576.0,2.5728250244379276,1.2059509463874147,11.635720601237843,1
996,2013-12-16,15695,1252,1,0,0,c,a,6101.0,10865.3,13543.800000000005,18465,682.0,2.5725290935912146,1.1588328238751306,12.53594249201278,1
814,2013-12-16,20947,1231,1,0,0,d,c,8146.5,13385.099999999999,15757.439999999955,20947,687.5,2.5712882833118518,1.32934029893181,17.016246953696182,1
717,2014-03-31,13138,1052,1,0,0,d,c,5110.0,9055.599999999995,11215.660000000003,16230,533.0,2.571037181996086,1.1713978490788768,12.488593155893536,1
944,2014-12-22,19411,2629,0,0,1,c,a,7550.5,11815.249999999987,16605.199999999997,20597,1177.5,2.570823124296404,1.1689711656589503,7.383415747432484,1
103,2013-07-08,11708,807,0,0,1,d,c,4555.0,6592.5,7938.900000000004,19373,416.0,2.5703622392974754,1.4747635062792066,14.508054522924411,1
901,2013-12-16,17851,1169,1,0,0,a,c,6945.5,10986.099999999999,12709.51,17851,635.0,2.570153336692823,1.4045388059807185,15.270316509837468,1
207,2013-12-16,26807,2389,1,0,0,a,a,10431.0,17819.85,20129.12,26807,1270.0,2.5699357683827055,1.3317522077467867,11.221012976140644,1
438,2015-03-31,12236,916,1,0,0,d,c,4762.0,8557.499999999998,10611.350000000002,13640,505.5,2.5695086098278033,1.1531049300984322,13.358078602620088,1
427,2013-11-04,17607,1068,1,0,0,a,c,6853.0,12332.0,14892.859999999999,18993,732.0,2.56923974901503,1.182244377507074,16.485955056179776,1
74,2013-12-16,14983,1596,1,0,0,a,a,5832.5,9511.75,11571.0,14983,823.0,2.568881268752679,1.2948751188315617,9.387844611528822,1
28,2013-12-02,12968,1038,1,0,0,a,a,5049.5,9142.649999999998,11473.860000000055,18474,592.0,2.5681750668383008,1.1302212158767788,12.493256262042388,1
1078,2015-03-31,15704,871,1,0,1,d,c,6115.0,10781.199999999995,13011.36,16312,498.0,2.5681112019623877,1.2069453154781666,18.029850746268657,1
274,2015-04-03,9264,1686,1,b,1,b,b,3608.0,7130.299999999999,8037.649999999989,9466,926.0,2.567627494456763,1.1525756906558524,5.494661921708185,1
1069,2014-12-15,15271,1404,1,0,0,a,c,5949.5,9879.65,12400.659999999987,15271,766.5,2.5667703168333476,1.2314667122556393,10.876780626780628,1
28,2013-12-16,12958,1089,1,0,0,a,a,5049.5,9142.649999999998,11473.860000000055,18474,592.0,2.5661946727398752,1.1293496695967997,11.8989898989899,1
782,2013-12-23,13649,1168,0,0,1,c,c,5320.0,7863.599999999999,9557.060000000007,13649,506.0,2.5656015037593987,1.4281588689408657,11.685787671232877,1
693,2015-06-30,13947,815,1,0,0,d,a,5437.0,12449.0,14653.4,19730,442.0,2.5652013978296857,0.9517927579947316,17.112883435582823,0
1069,2013-12-16,15260,1448,1,0,0,a,c,5949.5,9879.65,12400.659999999987,15271,766.5,2.564921421968233,1.230579662695374,10.53867403314917,1
299,2014-08-04,15093,1521,1,0,1,d,c,5884.5,10360.599999999999,12167.32999999997,15866,645.0,2.564873821055315,1.2404529177724313,9.923076923076923,1
476,2013-12-16,14703,1276,1,0,0,d,a,5733.5,9770.349999999999,10967.190000000002,14703,676.0,2.5644021976105345,1.34063511254934,11.522727272727273,1
717,2013-12-16,13098,960,1,0,0,d,c,5110.0,9055.599999999995,11215.660000000003,16230,533.0,2.5632093933463795,1.167831407157492,13.64375,1
1105,2014-12-15,10647,931,1,0,0,c,c,4155.0,7759.599999999998,9342.680000000008,11346,482.0,2.5624548736462094,1.139608763224256,11.436090225563909,1
664,2013-12-16,11891,1032,1,0,0,d,c,4641.5,8105.199999999998,9325.520000000004,11891,586.0,2.561887320909189,1.275103157786375,11.522286821705427,1
244,2015-03-30,12935,920,1,0,1,d,a,5051.0,8388.899999999996,10253.120000000006,14806,536.0,2.560879033854682,1.2615672107612115,14.059782608695652,1
198,2015-03-31,6468,584,1,0,1,a,a,2526.0,5877.049999999993,6945.069999999997,10676,340.0,2.5605700712589075,0.9313081077656529,11.075342465753424,0
427,2014-06-30,17544,1388,1,0,0,a,c,6853.0,12332.0,14892.859999999999,18993,732.0,2.5600466948781557,1.1780141624912879,12.639769452449567,1
460,2014-12-15,9160,559,1,0,0,a,a,3578.5,6453.249999999999,7762.300000000005,10651,352.0,2.559731731172279,1.1800626103087994,16.386404293381037,1
183,2015-06-03,11859,871,1,0,1,a,a,4634.0,7618.0,10410.299999999983,18797,603.0,2.5591281829952526,1.1391602547477038,13.615384615384615,1
286,2013-12-02,11628,706,1,0,0,a,a,4544.0,8801.29999999999,10101.380000000003,12711,434.0,2.5589788732394365,1.151129845625053,16.47025495750708,1
1034,2014-12-15,16062,1328,1,0,0,a,a,6278.0,11286.3,13361.050000000003,18291,764.0,2.5584581076776045,1.2021510285494026,12.09487951807229,1
695,2014-12-15,12734,882,1,0,0,a,a,4978.0,9300.0,10832.200000000004,15904,512.0,2.558055443953395,1.1755691364635066,14.437641723356009,1
969,2013-02-22,8679,1024,1,0,0,a,c,3393.0,4983.599999999999,6192.340000000001,8679,603.0,2.5579133510167993,1.401570327210715,8.4755859375,1
427,2013-12-16,17528,1309,1,0,0,a,c,6853.0,12332.0,14892.859999999999,18993,732.0,2.557711950970378,1.1769398221698184,13.390374331550802,1
957,2013-12-16,19077,1598,1,0,0,d,c,7459.0,12867.199999999999,14595.729999999998,19077,841.5,2.5575814452339456,1.3070260959883475,11.938047559449311,1
726,2014-12-15,26994,1863,1,0,0,a,c,10555.5,17995.55,22029.550000000003,31311,1080.5,2.5573397754725025,1.2253541266162948,14.489533011272142,1
908,2014-12-15,10024,599,1,0,0,a,a,3920.0,7067.0,8475.600000000002,10766,360.0,2.557142857142857,1.1826891311529564,16.734557595993323,1
715,2013-12-16,16287,1305,1,0,0,a,a,6371.0,10804.25,12602.25,16287,704.5,2.556427562392089,1.292388264000476,12.480459770114942,1
693,2013-09-09,13893,850,1,0,0,d,a,5437.0,12449.0,14653.4,19730,442.0,2.555269450064374,0.9481076064258125,16.34470588235294,0
279,2015-03-30,21339,1179,1,0,1,d,c,8351.0,14679.1,18140.399999999998,24429,644.0,2.5552628427733204,1.1763246675927765,18.099236641221374,1
986,2013-02-04,14649,1652,1,0,0,a,a,5733.0,10607.0,12884.8,15316,772.0,2.555206698063841,1.13692102322116,8.867433414043584,1
1108,2014-12-15,13798,1126,1,0,0,a,a,5401.0,10669.499999999998,11552.470000000001,15358,602.0,2.554712090353638,1.1943766138323664,12.253996447602132,1
972,2014-12-15,8419,684,1,0,0,a,a,3295.5,6141.799999999996,6906.84,13993,392.0,2.5546957972993476,1.2189365903944496,12.308479532163743,1
543,2015-06-29,5855,373,1,0,0,c,a,2293.0,5045.0,6278.4000000000015,8754,230.0,2.553423462712604,0.9325624362895003,15.697050938337801,0
607,2013-03-04,9192,772,1,0,0,a,a,3600.0,7302.0999999999985,8444.589999999997,10794,421.0,2.5533333333333332,1.0885075533566466,11.906735751295336,1
138,2013-12-16,18228,1363,1,0,0,a,c,7139.0,11945.099999999999,14423.800000000025,18929,745.5,2.553298781341925,1.2637446442684985,13.373440939104915,1
438,2014-03-31,12158,944,1,0,0,d,c,4762.0,8557.499999999998,10611.350000000002,13640,505.5,2.5531289374212514,1.145754310243277,12.879237288135593,1
871,2014-12-23,15353,1070,0,0,1,d,c,6014.0,9273.0,11440.600000000031,15555,459.0,2.55287662121716,1.341975071237519,14.348598130841122,1
1003,2013-12-16,17387,1374,1,0,0,a,a,6811.0,12462.1,14659.520000000002,18453,746.0,2.5527822639847306,1.1860552050817488,12.654294032023289,1
1046,2013-12-16,20976,1218,1,0,0,d,c,8225.0,13595.05,16064.430000000011,20976,660.5,2.550273556231003,1.3057419404236557,17.221674876847292,1
570,2013-02-18,10693,1203,1,0,0,a,a,4193.0,7403.799999999993,9687.280000000002,10808,637.0,2.550202718817076,1.1038186157517897,8.888611803823775,1
665,2013-12-16,19864,2108,1,0,0,a,a,7791.0,12561.8,15361.679999999993,24741,1278.0,2.549608522654345,1.2930877351956303,9.42314990512334,1
