Store,mean_sales_open,median_sales_open,mean_customers,open_days,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,CompetitionDistanceMissing
651,7615.865211810013,7389.0,948.4197689345315,779,a,a,200.0,,,0
652,6637.632992327366,6248.0,681.0153452685422,782,a,a,20390.0,,,0
653,5915.504492939666,5678.0,500.17971758664953,779,d,c,7520.0,7.0,2014.0,0
654,6475.152564102564,6297.0,684.1833333333333,780,c,a,6930.0,9.0,2006.0,0
655,8031.711168164314,7566.0,687.4467265725289,779,d,c,960.0,11.0,2012.0,0
656,3245.192061459667,3141.0,379.1664532650448,781,d,a,410.0,4.0,2009.0,0
657,6054.715206185567,5585.5,766.1546391752578,776,c,c,80.0,1.0,2006.0,0
658,6058.83055198973,5776.0,598.6264441591784,779,d,c,520.0,,,0
659,5643.966709346991,5391.0,685.0717029449423,781,d,a,1590.0,3.0,2012.0,0
660,4616.599678456591,4397.0,497.46945337620576,622,a,a,1200.0,11.0,2006.0,0
661,7157.221066319896,7063.0,589.0884265279584,769,d,c,2140.0,7.0,2013.0,0
662,8439.524234693878,7851.0,771.3456632653061,784,d,a,1070.0,,,0
663,4786.2258916776755,4841.0,652.9260237780713,757,a,c,7860.0,5.0,2005.0,0
664,4946.3564102564105,4641.5,602.4089743589743,780,d,c,1680.0,10.0,2005.0,0
665,8207.252903225806,7788.0,1259.189677419355,775,a,a,90.0,12.0,2012.0,0
666,7016.610038610039,6986.0,654.8378378378378,777,c,c,2700.0,,,0
667,8786.501915708812,8375.0,793.330779054917,783,d,c,2870.0,9.0,2012.0,0
668,8940.853316326531,8594.0,1156.7295918367347,784,c,a,1270.0,9.0,2010.0,0
669,4514.2347266881025,4406.0,393.92122186495175,622,d,a,17080.0,7.0,2012.0,0
670,6589.94847020934,6242.0,700.5958132045089,621,a,a,2060.0,,,0
671,5935.5,5727.5,593.8569131832797,622,a,c,2070.0,2.0,2008.0,0
672,8837.105128205128,8588.5,1389.2141025641026,780,c,a,240.0,9.0,2002.0,0
673,7126.018018018018,6717.0,582.7335907335907,777,d,c,15170.0,,,0
674,8193.349865951743,7811.5,1014.1219839142091,746,a,a,2640.0,12.0,2005.0,0
675,4278.189500640205,4153.0,448.37131882202306,781,a,a,2100.0,8.0,2013.0,0
676,7687.464052287582,7395.0,1687.5936819172114,918,b,b,1410.0,9.0,2008.0,0
677,7938.98231511254,7657.5,637.6736334405144,622,d,a,1740.0,6.0,2014.0,0
678,7299.937098844673,6825.0,825.3196405648267,779,c,a,3250.0,,,0
679,9943.924744897959,9589.5,1061.4183673469388,784,a,a,4140.0,9.0,2012.0,0
680,5205.306122448979,4984.5,791.0191326530612,784,c,a,170.0,,,0
681,3561.5071707953066,3435.0,488.9400260756193,767,a,c,620.0,,,0
682,11207.408704883228,11113.5,1758.8428874734607,942,b,a,150.0,9.0,2006.0,0
683,9147.085459183674,8796.0,878.3022959183673,784,a,a,2850.0,7.0,2014.0,0
684,7721.36655948553,7554.0,619.2106109324759,622,d,c,680.0,,,0
685,6630.550706033376,6487.0,612.4531450577664,779,a,a,650.0,11.0,2013.0,0
686,6250.410256410257,6049.5,753.7179487179487,780,a,a,20050.0,4.0,2002.0,0
687,8372.464698331194,8110.0,734.3838254172016,779,d,c,2770.0,,,0
688,3615.8333333333335,3581.0,364.1474358974359,780,a,a,18760.0,8.0,2015.0,0
689,7046.112676056338,6646.0,713.4519846350832,781,d,a,15040.0,10.0,2004.0,0
690,5589.987163029525,5333.0,792.1514762516047,779,a,a,100.0,,,0
691,8371.011553273427,8188.0,621.3106546854942,779,d,c,3030.0,,,0
692,6588.4172015404365,6128.0,797.0654685494223,779,a,a,40.0,8.0,2001.0,0
693,6607.938540332906,5437.0,494.5339308578745,781,d,a,450.0,,,0
694,8047.522508038585,8081.5,776.3183279742765,622,a,c,460.0,11.0,2012.0,0
695,5393.123234916559,4978.0,513.8793324775353,779,a,a,550.0,7.0,2011.0,0
696,7850.139030612245,7519.0,995.5892857142857,784,a,c,430.0,,,0
697,10656.173299101412,10223.0,1004.6418485237484,779,d,a,3780.0,,,0
698,15564.119897959185,15206.0,1936.6122448979593,784,a,a,1790.0,5.0,2011.0,0
699,8320.129242819843,8031.5,978.2140992167102,766,a,a,180.0,,,0
700,4356.482166446499,4106.0,527.1360634081902,757,a,c,830.0,,,0
701,5778.974276527331,5495.5,629.6479099678456,622,d,a,1450.0,3.0,2012.0,0
702,4373.971061093248,4144.5,347.21864951768487,622,a,a,8550.0,9.0,2001.0,0
703,3290.5340179717587,3076.0,352.5571245186136,779,a,a,80.0,6.0,2005.0,0
704,10393.865900383142,10089.0,1077.5478927203064,783,d,c,1910.0,4.0,2009.0,0
705,7967.267008985879,7566.0,959.3324775353017,779,a,a,4140.0,9.0,2012.0,0
706,5743.2652733118975,5677.5,524.4324758842444,622,d,a,7830.0,9.0,2014.0,0
707,8319.731707317073,8033.0,913.9537869062901,779,a,c,2900.0,7.0,1990.0,0
708,4571.989825581395,4287.5,472.95348837209303,688,c,c,11470.0,10.0,2009.0,0
709,9886.915816326531,10275.5,1297.7372448979593,784,a,a,500.0,12.0,2010.0,0
710,4546.652733118971,4376.5,373.1864951768489,622,d,a,1500.0,9.0,2008.0,0
711,6914.39165329053,6472.0,511.3194221508828,623,d,a,17110.0,3.0,2007.0,0
712,6421.442122186495,6038.0,574.676848874598,622,a,a,4870.0,9.0,2007.0,0
713,10718.055198973043,10398.0,1313.7663671373555,779,a,c,220.0,,,0
714,4553.947232947233,4395.0,331.1222651222651,777,d,c,12070.0,10.0,2005.0,0
715,6491.095360824742,6371.0,675.4033505154639,776,a,a,14810.0,6.0,2014.0,0
716,5717.081993569132,5620.0,454.3086816720257,622,d,a,3200.0,1.0,2008.0,0
717,5552.894736842105,5110.0,559.421052631579,779,d,c,310.0,,,0
718,7911.313700384123,7742.0,855.2394366197183,781,a,a,1100.0,6.0,2015.0,0
719,5383.604501607717,5235.0,456.7524115755627,622,c,c,8190.0,,,0
720,7166.128826530612,6862.0,717.4795918367347,784,a,c,15320.0,3.0,2011.0,0
721,7673.413265306122,7480.0,756.204081632653,784,a,c,3590.0,9.0,2012.0,0
722,9836.646683673469,9506.0,1583.0663265306123,784,a,a,50.0,,,0
723,7032.10371318822,6764.0,566.8386683738796,781,d,c,5650.0,9.0,2008.0,0
724,6812.905006418485,6539.0,699.1065468549423,779,d,c,5900.0,,,0
725,5747.4247448979595,5516.0,595.3571428571429,784,d,c,17540.0,6.0,2012.0,0
726,11048.673076923076,10555.5,1064.5333333333333,780,a,c,40540.0,2.0,2002.0,0
727,4529.290653008963,4431.0,452.8335467349552,781,a,a,2050.0,3.0,2007.0,0
728,5245.70785070785,5166.0,458.06048906048903,777,d,a,13990.0,,,0
729,10548.913992297817,9885.0,1082.3350449293966,779,c,c,8980.0,6.0,2011.0,0
730,8055.372448979592,7735.0,984.2755102040817,784,c,a,1190.0,9.0,2013.0,0
731,9249.2293814433,8653.0,950.9175257731958,776,a,a,15270.0,,,0
732,5816.439411098528,5411.0,661.4597961494903,883,a,c,35280.0,,,0
733,14933.288747346072,14795.5,3403.458598726115,942,b,b,860.0,10.0,1999.0,0
734,5980.523748395379,5821.0,566.0513478818999,779,a,a,220.0,,,0
735,5518.541025641026,5065.0,544.3371794871795,780,d,c,1920.0,4.0,2005.0,0
736,5244.075562700965,5089.5,509.2829581993569,622,c,c,1650.0,,,0
737,6117.901155327343,5675.0,898.4120667522465,779,a,a,100.0,5.0,2007.0,0
738,8508.600770218229,8268.0,701.7150192554557,779,d,c,5980.0,10.0,2005.0,0
739,9557.665594855305,9198.0,765.3038585209003,622,d,c,2770.0,6.0,2008.0,0
740,6978.176696542893,6993.0,509.15108834827146,781,d,a,6400.0,3.0,2014.0,0
741,7619.468112244898,7227.5,920.2308673469388,784,d,c,11900.0,,,0
742,8025.888318356868,7653.0,872.7766367137356,779,d,c,4380.0,,,0
743,3816.5897435897436,3668.0,418.3282051282051,780,a,a,6710.0,11.0,2003.0,0
744,7457.067768595041,7345.0,834.8115702479339,605,a,a,1370.0,12.0,2011.0,0
745,7499.078205128205,7260.5,709.6294871794872,780,a,a,17650.0,11.0,2013.0,0
746,6039.549295774648,5730.0,509.04993597951346,781,d,c,4330.0,2.0,2011.0,0
747,8027.1461538461535,7616.5,701.3474358974358,780,c,c,45740.0,8.0,2008.0,0
748,5737.6765083440305,5524.0,487.65725288831834,779,d,a,2380.0,3.0,2010.0,0
749,5189.860077021823,4979.0,636.4313222079589,779,a,a,3410.0,8.0,2011.0,0
750,4997.352090032155,4869.5,402.8022508038585,622,d,a,8670.0,2.0,2002.0,0
751,4216.215661103979,3952.0,573.7432605905007,779,a,a,650.0,10.0,2006.0,0
752,5251.659820282413,4790.0,459.3992297817715,779,a,a,970.0,3.0,2013.0,0
753,8710.279845956355,8344.0,764.3157894736842,779,d,c,540.0,11.0,2012.0,0
754,8086.957800511509,7666.0,965.5588235294117,782,c,c,380.0,5.0,2008.0,0
755,10483.216389244559,10121.0,895.4199743918053,781,d,c,13130.0,12.0,2003.0,0
756,16574.816431322208,16367.0,2346.5725288831836,779,a,c,50.0,,,0
757,6219.787644787645,5895.0,535.8558558558559,777,a,c,3450.0,,,0
758,4868.3669250646,4793.5,636.8152454780362,774,a,c,19780.0,6.0,2008.0,0
759,7010.137355584082,6574.0,774.4480102695763,779,a,a,110.0,11.0,2012.0,0
760,7638.3642213642215,7539.0,1227.2458172458173,777,a,a,560.0,1.0,2011.0,0
761,8729.478316326531,8416.5,994.9464285714286,784,a,a,2390.0,9.0,2012.0,0
762,3886.8899082568805,3691.0,389.6356487549148,763,d,c,1280.0,,,0
763,6125.251275510204,5910.5,586.2755102040817,784,d,c,32240.0,3.0,2010.0,0
764,3538.9882659713167,3602.0,396.2685788787484,767,a,c,26490.0,,,0
765,8506.867438867439,8274.0,710.7142857142857,777,a,c,25430.0,5.0,1999.0,0
766,6123.943729903537,5964.0,529.7025723472669,622,d,c,9820.0,,,0
767,6023.40306122449,5945.0,615.297193877551,784,a,c,13080.0,,,0
768,12991.838010204081,12366.0,1345.4426020408164,784,a,c,2630.0,9.0,2012.0,0
769,10825.902335456476,10732.0,3081.052016985138,942,b,b,840.0,,,0
770,6477.788189987163,6191.0,733.2605905006418,779,a,c,100.0,4.0,2015.0,0
771,6722.011254019292,6452.0,689.0225080385852,622,a,a,20640.0,9.0,2007.0,0
772,3582.199233716475,3457.0,488.1353767560664,783,d,c,1850.0,,,0
773,5716.108834827145,5624.0,791.8553137003842,781,a,a,200.0,,,0
774,5493.743622448979,5350.5,713.4158163265306,784,a,c,640.0,9.0,2013.0,0
775,8690.889067524116,8473.0,621.0948553054662,622,d,c,6970.0,12.0,2005.0,0
776,4804.806701030928,4571.0,534.5682989690722,776,c,a,700.0,4.0,2009.0,0
777,3991.3504492939664,3845.0,350.5109114249037,779,d,c,8250.0,10.0,2004.0,0
778,5901.257234726688,5509.5,800.491961414791,622,a,a,340.0,6.0,2003.0,0
779,7128.521794871795,6961.5,700.0833333333334,780,a,a,16990.0,4.0,2004.0,0
780,6547.1884615384615,6450.0,788.9948717948718,780,a,a,18160.0,,,0
781,4922.442307692308,4582.0,672.9589743589744,780,a,a,630.0,4.0,2007.0,0
782,5488.799743260591,5320.0,513.2130937098844,779,c,c,5390.0,8.0,2003.0,0
783,6860.185421994885,6600.5,678.6675191815857,782,d,c,15490.0,,,0
784,7751.309370988447,7326.0,825.1668806161746,779,a,a,560.0,10.0,2014.0,0
785,6511.518613607189,6139.0,561.3915275994865,779,d,c,970.0,7.0,2005.0,0
786,3563.674358974359,3618.5,553.0205128205129,780,a,a,290.0,11.0,2006.0,0
787,10227.147435897436,9920.5,1141.9679487179487,780,c,c,3210.0,6.0,2009.0,0
788,17961.914540816328,17494.0,1717.9017857142858,784,a,c,1530.0,3.0,2013.0,0
789,3380.011583011583,3342.0,469.2097812097812,777,a,c,9770.0,7.0,2003.0,0
790,7453.021766965429,7368.0,682.3597951344431,781,d,c,9070.0,12.0,2003.0,0
791,7668.776636713736,7046.0,810.3992297817715,779,a,a,5950.0,4.0,2007.0,0
792,7389.373555840822,6876.0,691.7265725288831,779,d,a,17280.0,10.0,2009.0,0
793,4832.121951219512,4430.0,457.8587933247754,779,d,a,2710.0,7.0,2006.0,0
794,3083.8128205128205,3032.5,521.8294871794872,780,c,c,5090.0,9.0,2006.0,0
795,4553.673940949936,4304.0,467.29910141206676,779,d,a,510.0,,,0
796,7244.772785622593,6954.0,667.7971758664955,779,a,c,7180.0,11.0,2012.0,0
797,4208.231511254019,4050.0,414.4951768488746,622,a,a,2090.0,10.0,2012.0,0
798,7468.274358974359,7366.0,900.5910256410257,780,a,a,9560.0,4.0,2001.0,0
799,9894.987163029526,9444.0,898.6315789473684,779,a,c,2700.0,,,0
800,5337.432605905006,5206.0,499.31450577663674,779,d,a,2020.0,7.0,2014.0,0
801,4845.2295918367345,4554.5,474.3813775510204,784,d,a,48330.0,4.0,2013.0,0
802,6841.0752551020405,6671.0,522.9910714285714,784,a,c,910.0,,,0
803,6047.678803641093,5634.0,492.0949284785436,769,d,a,1760.0,,,0
804,4922.186495176848,4829.0,440.39871382636653,622,c,c,2100.0,,,0
805,6084.228295819936,5813.0,572.4292604501608,622,d,a,24770.0,10.0,2011.0,0
806,6808.287781350482,6260.5,525.323151125402,622,d,a,260.0,,,0
807,9820.042253521127,9708.0,982.1152368758003,781,a,a,3870.0,4.0,2008.0,0
808,7291.133333333333,7200.5,601.3910256410256,780,a,a,18620.0,,,0
809,9393.61489088575,8503.0,802.2130937098844,779,a,a,12770.0,10.0,2000.0,0
810,5930.421052631579,5829.0,488.8408215661104,779,d,c,9640.0,11.0,2013.0,0
811,4132.038265306122,3955.5,682.7704081632653,784,a,a,410.0,9.0,2012.0,0
812,6366.778205128205,6296.5,776.4487179487179,780,d,a,2590.0,9.0,2012.0,0
813,5810.714285714285,5701.0,650.2406692406693,777,a,a,1560.0,9.0,2003.0,0
814,8476.763427109974,8146.5,695.2659846547315,782,d,c,24530.0,7.0,2013.0,0
815,8395.837620578779,8201.0,815.4372990353697,622,a,a,590.0,1.0,1900.0,0
816,5133.07702182285,4879.0,742.6264441591784,779,c,c,460.0,,,0
817,21757.48341836735,21872.0,3130.5739795918366,784,a,a,140.0,3.0,2006.0,0
818,6110.572343149808,5637.0,635.2637644046094,781,d,a,490.0,,,0
819,6091.100765306122,5912.5,539.954081632653,784,a,c,720.0,10.0,2014.0,0
820,12085.850482315112,11837.5,1089.5916398713825,622,a,c,1650.0,,,0
821,6937.491071428572,6639.5,851.1428571428571,784,a,a,1700.0,9.0,2009.0,0
822,7737.664540816327,7498.5,636.6849489795918,784,a,c,410.0,11.0,2010.0,0
823,5802.383928571428,5637.0,570.0012755102041,784,a,c,16210.0,11.0,2010.0,0
824,6834.3125,6479.5,862.8239795918367,784,a,a,17570.0,,,0
825,4562.921221864952,4478.5,537.0546623794212,622,a,a,380.0,5.0,2011.0,0
826,8839.186855670103,8507.5,771.0863402061856,776,a,c,7980.0,6.0,2005.0,0
827,12771.665389527458,12559.0,1663.441890166028,783,a,c,250.0,1.0,2005.0,0
828,5199.946153846154,5069.0,587.0653846153846,780,d,c,3290.0,12.0,2014.0,0
829,5920.669654289372,5745.0,790.9206145966709,781,c,a,110.0,,,0
830,6174.879487179487,6066.0,526.4589743589744,780,a,c,6320.0,,,0
831,12689.002567394095,11761.0,1576.961489088575,779,a,a,800.0,6.0,2007.0,0
832,6550.293213828425,6525.0,554.4417413572343,781,d,a,5070.0,,,0
833,5511.350449293966,5261.0,506.18228498074456,779,d,c,3290.0,12.0,1999.0,0
834,5868.5420918367345,5755.0,639.4362244897959,784,a,a,3470.0,3.0,2012.0,0
835,5174.633289986996,4798.0,657.553966189857,769,a,a,2890.0,12.0,2007.0,0
836,5906.002564102564,5891.5,711.4615384615385,780,a,a,2720.0,9.0,2012.0,0
837,3473.721704394141,3218.0,460.1531291611185,751,a,c,14600.0,4.0,2015.0,0
838,7987.2723785166245,7546.5,817.7314578005115,782,d,c,6890.0,,,0
839,5127.158163265306,4884.0,647.0625,784,c,a,240.0,1.0,2015.0,0
840,7319.0204081632655,7347.0,1055.8354591836735,784,a,a,1070.0,9.0,2009.0,0
841,2972.608974358974,2907.0,412.1730769230769,780,a,a,27650.0,8.0,2004.0,0
842,18574.79581993569,18330.0,1149.242765273312,622,d,c,1200.0,11.0,2007.0,0
843,9468.706632653062,9254.0,1116.2448979591836,784,c,a,60.0,4.0,2006.0,0
844,4178.712451861361,3976.0,454.2284980744544,779,a,a,2030.0,9.0,2012.0,0
845,4828.561855670103,4784.5,357.9072164948454,776,d,a,7860.0,11.0,2005.0,0
846,9224.637997432606,8727.0,864.620025673941,779,a,c,8860.0,4.0,2004.0,0
847,7111.761597938144,6870.5,1010.7538659793814,776,c,c,190.0,,,0
848,6630.602883355177,6168.0,753.1743119266055,763,a,c,370.0,7.0,2007.0,0
849,8155.218112244898,7941.5,889.1390306122449,784,c,c,5000.0,,,0
850,6193.765847347995,5871.0,652.2108667529108,773,d,a,1120.0,5.0,2007.0,0
851,5453.463022508038,5304.0,469.69614147909965,622,d,c,2330.0,,,0
852,4606.513444302177,4486.0,583.9308578745198,781,c,a,940.0,4.0,2004.0,0
853,9243.104247104247,8757.0,1020.2509652509652,777,a,a,14040.0,,,0
854,6577.1435897435895,6417.5,680.7346153846154,780,c,a,4770.0,,,0
855,5762.671814671815,5438.0,614.3603603603603,777,a,a,3440.0,,,0
856,7142.380102040816,6829.0,957.8864795918367,784,a,a,3020.0,2.0,2010.0,0
857,7446.322663252241,7285.0,922.9833546734956,781,c,a,6270.0,8.0,2005.0,0
858,4755.604501607717,4604.5,418.0996784565916,622,a,a,3370.0,12.0,2008.0,0
859,7503.749196141479,7317.0,726.2524115755627,622,c,a,21770.0,7.0,2015.0,0
860,5781.333759590792,5610.5,732.0485933503836,782,c,c,5980.0,2.0,2010.0,0
861,3500.3494764397906,3421.0,509.5523560209424,764,c,c,740.0,,,0
862,8565.13392857143,8314.5,1118.1454081632653,784,a,c,2840.0,3.0,2010.0,0
863,7707.847801578354,7872.0,918.7023675310033,887,a,c,21370.0,11.0,2010.0,0
864,4268.436293436293,4245.0,587.967824967825,777,a,a,1020.0,10.0,2012.0,0
865,7566.584082156611,7517.0,637.160462130937,779,d,c,2640.0,,,0
866,6873.391805377721,6744.0,486.00384122919337,781,d,a,9680.0,,,0
867,4329.221590909091,4325.0,410.0977272727273,880,d,c,21810.0,9.0,2012.0,0
868,9578.29961587708,9431.0,652.1075544174136,781,d,c,1360.0,8.0,2005.0,0
869,5973.307692307692,5526.0,870.0846153846154,780,c,a,230.0,10.0,2001.0,0
870,6929.204663212436,6872.0,868.5608808290156,772,a,a,780.0,4.0,2009.0,0
871,6260.498079385403,6014.0,479.62996158770807,781,d,c,10620.0,,,0
872,8536.406931964057,8238.0,821.7252888318357,779,a,c,3860.0,9.0,2014.0,0
873,3833.344871794872,3837.5,456.2564102564103,780,a,a,2040.0,11.0,2008.0,0
874,4583.692602040816,4430.5,509.76785714285717,784,a,a,3210.0,,,0
875,5061.662387676508,4885.0,470.23106546854945,779,d,a,5070.0,11.0,2007.0,0
876,9228.909921671018,9042.0,1016.9791122715404,766,a,a,21790.0,4.0,2005.0,0
877,6331.502481389578,6079.0,873.4937965260546,806,a,c,29190.0,,,0
878,8720.084615384616,8333.0,795.7294871794871,780,d,c,1100.0,12.0,2014.0,0
879,3762.983922829582,3585.5,347.3263665594855,622,d,a,,,,1
880,7507.059202059202,7220.0,790.2548262548263,777,a,c,4570.0,,,0
881,4203.016688061617,3857.0,620.405648267009,779,a,a,180.0,3.0,2008.0,0
882,6607.352405721716,6228.0,842.3420026007802,769,a,a,30.0,4.0,2013.0,0
883,4768.650834403081,4714.0,502.61745827984595,779,a,a,3200.0,6.0,2005.0,0
884,5536.90996784566,5179.5,530.0691318327974,622,d,c,7550.0,,,0
885,5458.6752577319585,5491.0,729.2448453608248,776,a,a,480.0,12.0,2005.0,0
886,6442.724005134788,6246.0,609.0012836970475,779,a,c,12430.0,10.0,2004.0,0
887,6887.370466321244,6481.0,577.1282383419689,772,d,a,19700.0,,,0
888,7998.741071428572,7752.0,743.4094387755102,784,d,a,4450.0,6.0,2012.0,0
889,4144.4371794871795,4098.0,452.95384615384614,780,d,a,18670.0,12.0,2005.0,0
890,5729.583601286174,5457.5,444.6768488745981,622,a,a,4450.0,,,0
891,7976.407216494846,7625.5,1097.4600515463917,776,a,c,350.0,,,0
892,7599.162820512821,7609.0,780.0474358974359,780,a,a,19370.0,4.0,2002.0,0
893,6396.59003215434,6143.5,827.8536977491962,622,a,a,130.0,,,0
894,8468.47989623865,7878.0,1034.7120622568093,771,a,a,190.0,11.0,2012.0,0
895,9329.359073359074,9044.0,881.7207207207207,777,a,c,4150.0,,,0
896,6937.665816326531,6662.5,1087.7448979591836,784,a,c,170.0,9.0,2012.0,0
897,3492.9447300771208,3267.5,345.61053984575835,778,c,c,3290.0,1.0,2007.0,0
898,6615.434782608696,6585.5,710.9194373401534,782,a,a,18540.0,,,0
899,5268.315384615385,5115.0,562.5115384615384,780,d,a,2590.0,,,0
900,5844.512861736334,5633.0,549.0257234726688,622,a,a,3920.0,4.0,2005.0,0
901,7231.0420918367345,6945.5,638.7066326530612,784,a,c,3170.0,4.0,2014.0,0
902,4886.471061093248,4791.5,628.9405144694534,622,a,a,310.0,5.0,2015.0,0
903,11737.745980707396,11528.0,817.7765273311898,622,d,c,7290.0,9.0,2014.0,0
904,6016.757234726688,5936.5,513.9887459807074,622,d,c,570.0,7.0,2013.0,0
905,8530.25160462131,8170.0,1267.4505776636713,779,a,a,90.0,6.0,2014.0,0
906,10929.289372599233,10407.0,1270.8450704225352,781,a,a,90.0,7.0,2010.0,0
907,6270.749679075738,6095.0,829.3286264441592,779,a,c,250.0,,,0
908,4234.8271446863,3920.0,363.07426376440463,781,a,a,1980.0,7.0,2010.0,0
909,10728.983525535421,9903.0,1020.0939044481055,607,a,c,1680.0,,,0
910,5708.80641025641,5417.5,573.5705128205128,780,d,c,12480.0,,,0
911,9884.908163265307,9494.0,909.420918367347,784,a,c,16490.0,,,0
912,5765.9795918367345,5605.5,758.6454081632653,784,c,c,3100.0,5.0,2010.0,0
913,8892.161082474227,8506.5,1162.458762886598,776,a,a,280.0,,,0
914,9506.707908163266,9263.5,1133.4285714285713,784,c,c,2640.0,4.0,2011.0,0
915,6338.1077170418,6128.0,513.6816720257235,622,d,c,650.0,3.0,2013.0,0
916,5382.226804123711,5260.0,704.5567010309278,776,a,a,90.0,11.0,2012.0,0
917,6702.944801026958,6504.0,741.2862644415918,779,a,a,7240.0,2.0,2010.0,0
918,5187.271794871795,5159.5,552.9435897435898,780,a,c,18710.0,4.0,2015.0,0
919,5536.381642512078,5344.0,676.6489533011272,621,a,a,2620.0,,,0
920,5764.196141479099,5631.0,581.6848874598071,622,a,a,850.0,2.0,2012.0,0
921,9473.894871794872,9691.5,1094.5935897435897,780,a,a,840.0,9.0,2006.0,0
922,7405.846451612903,7327.0,713.4245161290322,775,d,a,2110.0,3.0,2006.0,0
923,5315.344387755102,5227.5,640.0956632653061,784,a,a,280.0,9.0,2008.0,0
924,4752.883183568678,4527.0,450.14505776636713,779,a,a,6420.0,4.0,2011.0,0
925,6693.711313394018,6539.0,1198.8751625487646,769,c,a,470.0,3.0,2007.0,0
926,7260.587933247753,7040.0,542.630295250321,779,d,c,5150.0,3.0,2011.0,0
927,6553.611398963731,6041.0,871.4067357512953,772,a,a,480.0,,,0
928,8014.682926829269,7592.0,692.612323491656,779,d,c,1090.0,,,0
929,5815.345663265306,5624.5,711.1581632653061,784,a,c,4820.0,9.0,2013.0,0
930,7150.1578947368425,6987.0,1170.7008985879334,779,a,a,70.0,,,0
931,3588.8388571428573,3552.0,441.7017142857143,875,a,c,1480.0,9.0,2011.0,0
932,7395.208667736758,7199.0,731.0674157303371,623,a,a,15700.0,,,0
933,7331.4794871794875,7261.5,905.2923076923076,780,a,c,6270.0,2.0,2005.0,0
934,6763.620025673941,6483.0,679.6110397946085,779,a,c,5460.0,,,0
935,5650.705357142857,5608.0,600.4260204081633,784,a,c,22350.0,6.0,2010.0,0
936,7056.284980744545,6842.0,891.3863928112966,779,a,a,580.0,2.0,2008.0,0
937,7232.900128040973,7050.0,585.4865556978233,781,d,a,2810.0,,,0
938,9408.114795918367,8957.5,963.7079081632653,784,a,a,2820.0,9.0,2009.0,0
939,5977.849807445443,5852.0,576.5096277278562,779,d,a,1340.0,,,0
940,7252.592307692307,6857.5,743.0179487179487,780,d,c,6470.0,9.0,2012.0,0
941,5030.638263665594,4645.5,554.0948553054662,622,a,a,1200.0,12.0,2011.0,0
942,6058.364916773367,5922.0,470.41741357234315,781,d,c,6860.0,,,0
943,6969.183568677792,6743.0,605.8241335044929,779,d,c,18020.0,,,0
944,7930.507653061224,7550.5,1229.5242346938776,784,c,a,1670.0,7.0,2015.0,0
945,4374.955357142857,4273.0,530.8864795918367,784,a,c,12480.0,3.0,2011.0,0
946,4203.427471116816,4026.0,532.6367137355584,779,a,a,2220.0,12.0,2011.0,0
947,8392.398184176394,8343.0,1140.2970168612192,771,a,a,460.0,3.0,2014.0,0
948,6936.760775862069,6689.0,1712.427801724138,928,b,b,1430.0,,,0
949,5350.006377551021,4980.5,496.9119897959184,784,a,a,870.0,3.0,2006.0,0
950,5742.317419354838,5436.0,562.3135483870968,775,a,a,8460.0,11.0,1994.0,0
951,7776.97946084724,7572.0,718.8331193838254,779,d,c,710.0,,,0
952,6568.048231511254,6470.5,530.2202572347267,622,d,c,6300.0,10.0,2013.0,0
953,5323.455242966752,5244.0,542.5946291560102,782,a,a,19830.0,4.0,2006.0,0
954,6966.048780487805,6557.0,905.397946084724,779,a,a,390.0,2.0,2013.0,0
955,4719.5494223363285,4526.0,456.7021822849807,779,d,c,1690.0,7.0,2009.0,0
956,3855.9123711340208,3638.5,496.2860824742268,776,a,a,2330.0,10.0,2014.0,0
957,7898.885204081633,7459.0,850.6683673469388,784,d,c,1420.0,11.0,2012.0,0
958,4244.432397959184,4172.5,562.7321428571429,784,a,a,440.0,11.0,2013.0,0
959,7051.434948979592,6987.0,744.5956632653061,784,a,c,1060.0,12.0,2005.0,0
960,6723.600512163893,6406.0,553.0614596670935,781,d,a,8990.0,,,0
961,6521.935815147625,6224.0,688.8356867779204,779,d,c,9430.0,,,0
962,6690.6148825065275,6114.0,908.748041775457,766,c,a,260.0,,,0
963,10764.320924261874,10216.0,1016.2130937098844,779,a,c,23620.0,11.0,2013.0,0
964,9759.972797927461,9463.0,1395.30310880829,772,a,a,270.0,,,0
965,8484.763124199744,7824.0,905.4852752880922,781,a,c,110.0,,,0
966,4818.078305519897,4712.0,610.2567394094993,779,a,a,760.0,2.0,2008.0,0
967,8641.172015404365,8373.0,923.3247753530167,779,a,c,3560.0,9.0,2013.0,0
968,7191.976923076923,7167.0,875.9666666666667,780,c,a,1190.0,,,0
969,3503.4662251655627,3393.0,599.1337748344371,755,a,c,600.0,11.0,1999.0,0
970,3295.742637644046,3330.0,400.16901408450707,781,a,a,910.0,12.0,2014.0,0
971,8270.106080206986,7970.0,985.3285899094437,773,c,a,1140.0,5.0,2011.0,0
972,3422.545584045584,3295.5,387.8034188034188,702,a,a,14960.0,,,0
973,6440.985879332477,6046.0,789.8729139922979,779,d,c,330.0,,,0
974,11540.95498392283,11199.5,1561.4212218649518,622,a,a,150.0,3.0,2011.0,0
975,7715.736842105263,7417.0,743.8331193838254,779,a,c,9630.0,,,0
976,6974.965340179718,6609.0,717.7394094993582,779,a,a,4180.0,,,0
